T,K,Mkt,Ana,Err_A,MC,Err_MC,IV_Mkt,IV_MC
0.10403832991101986,135.0,52.825,52.59,-0.24,52.82,-0.01,0.5562262526194047,0.5541903277287024
0.10403832991101986,150.0,38.55,38.22,-0.33,38.63,0.08,0.5020414075232033,0.5121585399825364
0.10403832991101986,170.0,21.6,21.24,-0.36,21.4,-0.2,0.46032397228979005,0.44952438890027674
0.10403832991101986,175.0,17.950000000000003,17.67,-0.28,17.98,0.03,0.44971031209557527,0.4509486769878871
0.10403832991101986,185.0,11.8,11.6,-0.2,11.67,-0.13,0.4360883683809004,0.43044907522285974
0.10403832991101986,195.0,7.1,7.05,-0.05,7.12,0.02,0.42178061675516126,0.42252840509812883
0.10403832991101986,205.0,3.9000000000000004,3.94,0.04,4.05,0.15,0.41010613950130675,0.4176155422433144
0.4681724845995893,135.0,58.525,58.42,-0.1,59.0,0.47,0.48204839918689063,0.501024535407232
0.4681724845995893,150.0,46.875,46.81,-0.06,47.51,0.63,0.4692819186432762,0.4878764274468624
0.4681724845995893,170.0,33.224999999999994,33.5,0.27,33.5,0.28,0.44885515756137284,0.4551504558532379
0.4681724845995893,175.0,30.225,30.59,0.36,30.47,0.24,0.44426726206898326,0.44952415011406877
0.4681724845995893,185.0,24.825,25.28,0.46,25.19,0.36,0.4372117008337528,0.44453652137190014
0.4681724845995893,220.0,11.600000000000001,11.84,0.24,11.72,0.12,0.42376687598787305,0.4262869798709505
0.4681724845995893,240.0,7.3,7.21,-0.09,7.46,0.16,0.4221028255056381,0.4258999579657428
1.3853524982888432,170.0,52.625,52.57,-0.05,53.2,0.57,0.4684896826962548,0.4761017512793634
1.3853524982888432,175.0,50.175,50.14,-0.04,50.5,0.32,0.46673276877101555,0.47088527421619364
1.3853524982888432,185.0,45.525,45.55,0.03,45.57,0.04,0.46298724512994033,0.4635069784847831
1.3853524982888432,195.0,41.325,41.33,0.0,41.94,0.62,0.46051245342645103,0.4678898603912897
1.3853524982888432,210.0,35.65,35.63,-0.02,36.09,0.44,0.45688194312239183,0.46199149709516546
1.3853524982888432,220.0,32.3,32.22,-0.08,31.63,-0.67,0.45503014973073985,0.44734494266272545
1.3853524982888432,240.0,26.549999999999997,26.28,-0.27,26.55,0.0,0.45266367569280896,0.4526986592367181
