Maturity,Strike,Market_Price,Model_Analytical,Model_MC_Params,Diff_Ana,Diff_MC
0.10130047912388775,170.0,16.6,16.151537335730723,16.05143112343579,-0.44846266426927883,-0.5485688765642109
0.10130047912388775,180.0,10.65,10.423667734475941,10.446976914830799,-0.22633226552405894,-0.20302308516920142
0.10130047912388775,185.0,8.3,8.111371325915485,8.202296734259505,-0.18862867408451578,-0.09770326574049548
0.10130047912388775,195.0,4.8,4.591693422559828,4.790408441560288,-0.20830657744017156,-0.009591558439711712
0.15879534565366188,170.0,18.9,18.87082726486142,18.77198508841711,-0.029172735138580208,-0.1280149115828877
0.15879534565366188,180.0,13.28,13.230881021258796,13.270059941405108,-0.049118978741203634,-0.009940058594891
0.31211498973305957,170.0,24.0,24.41535555390682,24.319363722360976,0.4153555539068208,0.31936372236097554
0.31211498973305957,180.0,18.5,18.949967168485486,18.990654611427857,0.449967168485486,0.49065461142785693
0.31211498973305957,185.0,16.1,16.538003533886553,16.653508035965572,0.4380035338865511,0.5535080359655709
0.31211498973305957,195.0,12.22,12.362492093992756,12.626092211264009,0.14249209399275564,0.4060922112640082
0.405201916495551,170.0,27.1,27.182482072844067,27.079002163037757,0.08248207284406561,-0.020997836962244776
0.405201916495551,179.0,22.2,22.316590257351933,22.32758066529061,0.11659025735193396,0.12758066529061196
0.8295687885010267,170.0,37.07,37.30946484444824,37.15367862791854,0.2394648444482428,0.08367862791853753
0.8295687885010267,180.0,32.45,32.31607454530088,32.253012787476735,-0.1339254546991242,-0.19698721252326834
0.8295687885010267,185.0,30.29,30.00753508533863,29.996360067652816,-0.282464914661368,-0.2936399323471832
0.8295687885010267,195.0,26.05,25.760446378720644,25.860701687542218,-0.2895536212793566,-0.18929831245778317
0.9062286105407256,170.0,38.8,38.86961502686211,38.70647038178477,0.06961502686210963,-0.09352961821522854
0.9062286105407256,179.0,34.42,34.40699048804481,34.32233136210185,-0.013009511955189623,-0.09766863789815261
