Maturity,Strike,Market_Price,Model_Analytical,Model_MC_Params,Diff_Ana,Diff_MC
0.10130047912388775,915.0,54.15,97.17455647155032,60.86330342263136,43.02455647155032,6.713303422631363
0.10130047912388775,965.0,26.62,70.53161695907676,28.777231041589175,43.91161695907675,2.1572310415891742
0.10130047912388775,1010.0,9.3,51.42713858916392,11.823715920960012,42.12713858916392,2.5237159209600115
0.10130047912388775,1060.0,4.36,35.15089399477853,3.408652182450055,30.79089399477853,-0.9513478175499452
0.15879534565366188,965.0,38.9,87.27077185321718,36.65723403528034,48.370771853217185,-2.242765964719659
0.15879534565366188,1010.0,22.09,67.97752249958916,18.556916070615387,45.88752249958915,-3.5330839293846132
0.31211498973305957,920.0,82.11,140.39873903706092,78.99635559576564,58.28873903706092,-3.113644404234364
0.31211498973305957,960.0,57.13,120.58453779350799,55.55182123517494,63.45453779350799,-1.5781787648250614
0.31211498973305957,1020.0,27.45,94.99550476695362,30.066060267468345,67.54550476695361,2.6160602674683453
0.31211498973305957,1060.0,19.65,80.51748328650268,18.86374168869068,60.86748328650268,-0.786258311309318
0.405201916495551,920.0,95.0,153.85648435681964,86.81255807499781,58.856484356819635,-8.18744192500219
0.405201916495551,1020.0,42.17,108.79621586975202,37.68741394671167,66.62621586975202,-4.48258605328833
0.8295687885010267,920.0,114.0,195.2625809352008,116.10141265036577,81.26258093520079,2.1014126503657735
0.8295687885010267,960.0,93.35,176.51676056146005,94.0125561453537,83.16676056146005,0.6625561453537046
0.8295687885010267,1020.0,62.99,151.2407574132954,66.75897024926417,88.25075741329539,3.7689702492641644
0.8295687885010267,1060.0,57.05,136.1856290835372,52.27189031615478,79.13562908353721,-4.778109683845216
0.9062286105407256,1020.0,78.5,156.91394561646445,71.36982879934538,78.41394561646445,-7.130171200654615
0.9062286105407256,1060.0,57.85,141.83794491090924,56.658512137218224,83.98794491090925,-1.191487862781777
